A,B,C,D,E,Treatment,Outcome
0.24671415301123267,0.6967141530112326,-0.19328584698876727,1.0,1.3967141530112328,1,6.39594208746515
-0.38826430117118466,0.061735698828815355,-0.8282643011711845,0.0,0.7617356988288153,0,0.8130670532071289
0.3976885381006925,0.8476885381006924,-0.042311461899307456,0.0,1.5476885381006924,1,7.271593520984016
1.2730298564080254,1.7230298564080253,0.8330298564080254,1.0,2.4230298564080255,1,12.348573167166547
-0.48415337472333597,-0.03415337472333596,-0.9241533747233359,1.0,0.665846625276664,1,2.156910426604651
-0.4841369569491806,-0.034136956949180536,-0.9241369569491805,1.0,0.6658630430508194,0,0.2570056496947527
1.3292128155073915,1.7792128155073914,0.8892128155073915,1.0,2.4792128155073914,1,12.67443432994287
0.5174347291529088,0.9674347291529088,0.07743472915290883,0.0,1.6674347291529088,1,7.96612142908687
-0.7194743859349522,-0.2694743859349521,-1.1594743859349521,1.0,0.4305256140650479,1,0.7920485615772778
0.29256004358596466,0.7425600435859647,-0.1474399564140353,1.0,1.4425600435859647,1,6.661848252798595
-0.7134176928124623,-0.26341769281246225,-1.1534176928124622,1.0,0.43658230718753777,1,0.8271773816877189
-0.7157297535702569,-0.26572975357025685,-1.1557297535702569,0.0,0.43427024642974316,0,-1.0862325707074896
-0.008037728433965885,0.4419622715660341,-0.44803772843396583,0.0,1.141962271566034,1,4.918381175082997
-2.163280244657798,-1.713280244657798,-2.603280244657798,1.0,-1.013280244657798,0,-9.482025419015226
-1.9749178325130328,-1.5249178325130328,-2.4149178325130327,1.0,-0.8249178325130327,0,-8.38952342857559
-0.8122875292409727,-0.3622875292409727,-1.2522875292409728,1.0,0.33771247075902733,0,-1.6462676695976413
-1.2628311203344238,-0.8128311203344238,-1.7028311203344237,1.0,-0.11283112033442377,0,-4.259420497939658
0.06424733259527388,0.5142473325952739,-0.37575266740472607,1.0,1.2142473325952738,1,5.337634529052589
-1.1580240755212108,-0.7080240755212108,-1.5980240755212107,1.0,-0.008024075521210872,1,-1.7515396380230224
-1.6623037013352915,-1.2123037013352915,-2.102303701335291,1.0,-0.5123037013352915,0,-6.576361467744691
1.215648768921554,1.665648768921554,0.7756487689215541,1.0,2.365648768921554,1,12.015762859745013
-0.47577630048653563,-0.025776300486535647,-0.9157763004865356,1.0,0.6742236995134644,1,2.2054974571780934
-0.18247179531207616,0.2675282046879238,-0.6224717953120761,1.0,0.9675282046879239,1,3.906663587189958
-1.6747481862134568,-1.2247481862134568,-2.1147481862134567,1.0,-0.5247481862134568,0,-6.648539480038049
-0.7943827245251827,-0.34438272452518265,-1.2343827245251826,1.0,0.35561727547481736,1,0.3575801977539407
-0.13907741029013393,0.3109225897098661,-0.5790774102901338,0.0,1.0109225897098661,1,4.158351020317223
-1.4009935774223028,-0.9509935774223028,-1.8409935774223027,1.0,-0.25099357742230277,0,-5.060762749049356
0.12569801834567196,0.5756980183456719,-0.314301981654328,1.0,1.2756980183456719,1,5.694048506404896
-0.850638689918805,-0.40063868991880497,-1.290638689918805,1.0,0.29936131008119504,0,-1.8687044015290688
-0.5416937497932768,-0.09169374979327677,-0.9816937497932767,1.0,0.6083062502067232,1,1.8231762511989948
-0.8517066122293969,-0.4017066122293969,-1.291706612229397,1.0,0.2982933877706031,1,0.025101649069497856
1.6022781845089378,2.0522781845089377,1.1622781845089378,1.0,2.752278184508938,1,14.258213470151837
-0.2634972247379339,0.1865027752620661,-0.7034972247379339,1.0,0.8865027752620661,1,3.4367160965199828
-1.3077109289559004,-0.8577109289559004,-1.7477109289559003,0.0,-0.15771092895590033,0,-4.519723387944222
0.572544912103189,1.022544912103189,0.13254491210318908,0.0,1.722544912103189,1,8.285760490198497
-1.4708436499710222,-1.0208436499710223,-1.9108436499710222,0.0,-0.3208436499710222,0,-5.465893169831929
-0.041136404995244596,0.40886359500475544,-0.48113640499524457,1.0,1.1088635950047554,1,4.726408851027582
-2.209670123879776,-1.7596701238797756,-2.6496701238797753,1.0,-1.0596701238797754,0,-9.751086718502698
-1.5781860488984305,-1.1281860488984305,-2.0181860488984302,1.0,-0.4281860488984305,0,-6.088479083610896
-0.05313876413087648,0.39686123586912353,-0.49313876413087643,1.0,1.0968612358691234,1,4.656795168040916
0.48846657999541043,0.9384665799954104,0.048466579995410486,1.0,1.6384665799954106,1,7.79810616397338
-0.0786317188100295,0.3713682811899705,-0.5186317188100295,1.0,1.0713682811899705,1,4.508936030901829
-0.36564828238824054,0.08435171761175948,-0.8056482823882405,1.0,0.7843517176117595,1,2.8442399621482046
-0.5511036955892887,-0.10110369558928878,-0.9911036955892887,0.0,0.5988963044107112,0,-0.13140143441787486
-1.7285219903674274,-1.2785219903674274,-2.1685219903674273,1.0,-0.5785219903674274,0,-6.960427544131078
-0.9698442083947086,-0.5198442083947086,-1.4098442083947087,1.0,0.18015579160529138,1,-0.66009640868931
-0.7106387709597874,-0.2606387709597875,-1.1506387709597874,1.0,0.4393612290402125,0,-1.056704871566767
0.8071222262189157,1.2571222262189157,0.36712222621891577,1.0,1.9571222262189156,1,9.64630891206971
0.09361828956846141,0.5436182895684614,-0.34638171043153854,1.0,1.2436182895684613,1,5.507986079497075
-2.013040155362734,-1.563040155362734,-2.453040155362734,1.0,-0.8630401553627339,0,-8.610632901103855
0.074083969394795,0.524083969394795,-0.36591603060520494,0.0,1.224083969394795,1,5.39468702248981
-0.6350822804163165,-0.18508228041631652,-1.0750822804163165,0.0,0.5149177195836835,0,-0.6184772264146358
-0.9269220003059587,-0.4769220003059587,-1.3669220003059586,0.0,0.2230779996940413,0,-2.3111476017745605
0.3616762888408679,0.811676288840868,-0.07832371115913206,0.0,1.511676288840868,1,7.062722475277033
0.780999522495951,1.230999522495951,0.340999522495951,1.0,1.9309995224959509,1,9.494797230476514
0.6812801191161986,1.1312801191161985,0.24128011911619862,0.0,1.8312801191161987,1,8.916424690873953
-1.0892175232226387,-0.6392175232226385,-1.5292175232226386,1.0,0.06078247677736148,1,-1.3524616346913034
-0.5592123758512146,-0.10921237585121457,-0.9992123758512146,1.0,0.5907876241487855,1,1.7215682200629554
0.08126343140356396,0.531263431403564,-0.358736568596436,1.0,1.231263431403564,1,5.43632790214067
0.7255451271223592,1.1755451271223591,0.28554512712235924,1.0,1.875545127122359,1,9.173161737309684
-0.7291742378452899,-0.27917423784528994,-1.1691742378452898,1.0,0.42082576215471007,1,0.7357894204973185
-0.43565897666381714,0.014341023336182895,-0.8756589766638171,1.0,0.7143410233361829,1,2.438177935349861
-1.3563349740060282,-0.9063349740060282,-1.7963349740060282,0.0,-0.20633497400602818,0,-4.801742849234964
-1.4462066240806708,-0.9962066240806708,-1.8862066240806707,1.0,-0.2962066240806708,0,-5.32299841966789
0.562525822394198,1.012525822394198,0.12252582239419807,1.0,1.712525822394198,1,8.227649769886348
1.106240028570823,1.5562400285708229,0.666240028570823,1.0,2.256240028570823,1,11.381192165710774
-0.3220101215803338,0.12798987841966616,-0.7620101215803338,1.0,0.8279898784196662,1,3.0973412948340635
0.7535328978920242,1.2035328978920241,0.3135328978920242,0.0,1.903532897892024,1,9.33549080777374
0.11163602504763415,0.5616360250476342,-0.3283639749523658,1.0,1.2616360250476342,1,5.6124889452762785
-0.8951197546051243,-0.44511975460512426,-1.3351197546051243,0.0,0.25488024539487575,0,-2.1266945767097205
0.11139560550841393,0.5613956055084139,-0.328604394491586,0.0,1.261395605508414,1,5.6110945119488
1.2880365664659692,1.7380365664659692,0.8480365664659693,1.0,2.438036566465969,1,12.43561208550262
-0.2858260391099515,0.1641739608900485,-0.7258260391099515,1.0,0.8641739608900485,1,3.307208973162281
1.3146436558140062,1.7646436558140062,0.8746436558140063,0.0,2.4646436558140064,1,12.589933203721236
-2.8697451040897444,-2.419745104089744,-3.3097451040897443,1.0,-1.7197451040897445,0,-13.579521603720515
0.5719025043752238,1.021902504375224,0.13190250437522388,1.0,1.7219025043752239,1,8.282034525376298
-0.1629529317618288,0.2870470682381712,-0.6029529317618287,0.0,0.9870470682381712,1,4.019872995781393
